time_s	goal_index	ee_error_m	base_x_m	base_y_m	base_z_m	roll_deg	pitch_deg	clearance_m	action_delta_l2	update_ms
1.99	2	0.0526222795	0.0733419953	0.0152898414	0.548446713	-0.684505536	1.80669924	0.106017148	0.0934465898	34.880501
2	2	0.0476706412	0.0732704782	0.0151769103	0.546643954	-0.466501479	1.86928581	0.105789949	0.0743147089	35.466216
2.01	2	0.0427863593	0.073274824	0.0151095017	0.544789724	-0.376600337	1.84444063	0.105240564	0.0614485652	35.616872
2.02	2	0.0381198189	0.0732989235	0.0149797065	0.543284127	-0.216989883	1.87146643	0.104741521	0.0533724868	35.848253
2.03	2	0.0342708469	0.0734069912	0.0147774408	0.542130698	-0.02593735	1.90915971	0.104511987	0.0642679047	35.647625
2.04	2	0.0306921668	0.0736076582	0.0144879129	0.541345884	0.183290763	1.93940806	0.104426845	0.0769599623	35.331857
2.05	2	0.0279523132	0.073857094	0.0141692526	0.540244844	0.346679691	1.97166562	0.10454111	0.0836315415	36.617991
2.06	2	0.0264110862	0.0741366909	0.0137907649	0.539596626	0.469133702	1.99847118	0.104824805	0.0756331601	43.764871
2.07	2	0.0255307041	0.0743959946	0.0133707113	0.539349633	0.550598029	2.03726603	0.105210539	0.0487053457	36.168061
2.08	2	0.0249527479	0.0746206261	0.0128790859	0.539585842	0.647249153	2.11539099	0.10568375	0.0900637472	42.171855
2.09	2	0.0257104161	0.0748658565	0.0123385296	0.540249317	0.711037148	2.19549169	0.106094797	0.0694265268	41.941922
2.1	2	0.0270879995	0.0750876079	0.0117556413	0.5411349	0.729272509	2.2753707	0.106417433	0.116738335	37.774951
2.11	2	0.0285526739	0.0752642689	0.0110519392	0.541775617	0.781506999	2.37991796	0.106754809	0.0878435218	44.33288
2.12	2	0.0281968867	0.0754658493	0.0103674917	0.54242331	0.748575397	2.41768996	0.107007009	0.116397229	33.022816
2.13	2	0.0265382018	0.075695266	0.00972513087	0.542728358	0.661559039	2.39340041	0.107131899	0.15666951	33.798177
2.14	2	0.0248429944	0.0759378719	0.00913891194	0.542600838	0.533628608	2.32675821	0.107188549	0.131937095	33.48018
2.15	2	0.0224783434	0.0761764437	0.008616833	0.541980897	0.379391532	2.22775971	0.106976763	0.149274501	34.591114
2.16	2	0.0198558324	0.0764960687	0.00815522053	0.540945623	0.217830805	2.07883251	0.106493904	0.147183643	34.357048
2.17	2	0.016330259	0.0768467252	0.00776662988	0.539524586	0.0595196157	1.89930367	0.105748266	0.131493846	33.973431
